date,city,contrib_C1,contrib_C2,contrib_C3,contrib_C4,contrib_C5,contrib_C6,contrib_C7,contrib_C8,contrib_C9,contrib_C10,contrib_baseline
2025-06-23,Caracas,0.0,0.0,0.0,0.0,1.1243605953820852,0.0,0.0,0.7490351397347342,0.0,0.32205120726294734,7.383194742350339
2025-06-30,Caracas,0.0,0.0,0.0,0.0,1.0684580413000633,0.0,0.0,0.7036542923423302,0.0,0.3558300274685901,7.373930627353706
2025-07-07,Caracas,0.0,0.0,0.0,0.0,0.9007459311448597,0.0,0.0,0.7200433158443095,0.0,0.3748288088420754,7.342396516537552
2025-07-14,Caracas,0.0,0.0,0.0,0.0,0.9550053836969218,0.0,0.0,0.6883094001455331,0.0,0.37427411362529467,7.3054130951868705
2025-07-21,Caracas,0.0,0.0,0.0,0.0,1.019880210166849,0.0,0.0,0.679553160527815,0.0,0.38751840148771577,7.325698122512088
2025-07-28,Caracas,0.0,0.0,0.0,0.0,0.9026239824401591,0.0,0.0,0.8153218462652352,0.0,0.3880907994972262,7.388968700827148
2025-08-04,Caracas,0.0,0.0,0.0,0.0,0.853907334493595,0.0,0.0,0.7552289069469216,0.0,0.392375085210971,7.432741742166282
2025-08-11,Caracas,0.0,0.0,0.0,0.0,0.9183823669125654,0.0,0.0,0.8438390815532629,0.0,0.38511055943195155,7.384744414678046
2025-08-18,Caracas,0.0,0.0,0.0,0.0,0.7380465166543331,0.0,0.0,0.7811537974525469,0.0,0.37404187029915087,7.368606674007328
2025-08-25,Caracas,0.0,0.0,0.0,0.0,0.6933286542046466,0.0,0.0,0.7120392967349003,0.0,0.3572189385810038,7.4167614748490935
2025-09-01,Caracas,0.0,0.0,0.0,0.0,0.7416433379923839,0.0,0.0,0.62025021769727,0.0,0.36743899058010204,7.385213310387039
2025-09-08,Caracas,0.0,0.0,0.0,0.0,0.6523070389178627,0.0,0.0,0.5406438397036748,0.0,0.393682994327927,7.366433643113813
2025-09-15,Caracas,0.0,0.0,0.0,0.0,1.0605409700459305,0.0,0.0,0.5332311207942709,0.0,0.4180330788858674,7.294878121121256
2025-09-22,Caracas,0.0,0.0,0.0,0.0,0.9884870362846093,0.0,0.0,0.5835762900249883,0.0,0.40825682877049246,7.402191796942647
2025-09-29,Caracas,0.0,0.0,0.0,0.0,0.9274883312871336,0.0,0.0,0.49417102737711066,0.0,0.41675575881014065,7.29426206497302
2025-10-06,Caracas,0.0,0.0,0.0,0.0,1.130119510771519,0.0,0.0,0.5521827533652963,0.0,0.4049295180004079,7.288235100840021
2025-10-13,Caracas,0.0,0.0,0.0,0.0,1.0044549262407063,0.0,0.0,0.6319113300534293,0.0,0.4258039283560526,7.372215276835614
2025-10-20,Caracas,0.0,0.0,0.0,0.0,0.8522986385996767,0.0,0.0,0.8362857684744891,0.0,0.4372021258800583,7.364086978939727
2025-10-27,Caracas,0.0,0.0,0.0,0.0,0.7813682794307008,0.0,0.0,0.8895805060636396,0.0,0.4357770517688516,7.362994085539361
2025-11-03,Caracas,0.0,0.0,0.0,0.0,0.669942787993357,0.0,0.0,0.9280729571319375,0.0,0.44123409725760504,7.425458800389307
2025-11-10,Caracas,0.0,0.0,0.0,0.0,0.6083474963540174,0.0,0.0,0.854683490328756,0.0,0.4186752769274085,7.416035155419321
2025-11-17,Caracas,0.0,0.0,0.0,0.0,1.040467898710909,0.0,0.0,0.7870686827618015,0.0,0.42369318501766423,7.3412675359845165
2025-11-24,Caracas,0.0,0.0,0.0,0.0,0.9383345804481368,0.0,0.0,0.8480907154090316,0.0,0.41162293715699955,7.419310251104701
2025-12-01,Caracas,0.0,0.0,0.0,0.0,0.8695144417899967,0.0,0.0,0.7606209741774981,0.0,0.4083400737628346,7.360516067363573
2025-12-08,Caracas,0.0,0.0,0.0,0.0,0.7773721255108955,0.0,0.0,0.6815473150472802,0.0,0.4284316331932481,7.483473838324255
2025-12-15,Caracas,0.0,0.0,0.0,0.0,0.7064937218228107,0.0,0.0,0.8202819662533379,0.0,0.4347501070156191,7.427965386921778
2025-12-22,Caracas,0.0,0.0,0.0,0.0,0.959204160302402,0.0,0.0,0.6887176077485252,0.0,0.4376905553472359,7.400350465709372
2025-12-29,Caracas,0.0,0.0,0.0,0.0,0.9805426447786267,0.0,0.0,0.838648982094269,0.0,0.4301007128119015,7.470326564639385
2026-01-05,Caracas,0.0,0.0,0.0,0.0,0.8948374100019083,0.0,0.0,0.7736097055925288,0.0,0.4310543653171812,7.542468084992619
2026-01-12,Caracas,0.0,0.0,0.0,0.0,1.0904198843000243,0.0,0.0,0.6746408665803446,0.0,0.4013737584162079,7.367109893004873
2026-01-19,Caracas,0.0,0.0,0.0,0.0,0.9357603785557873,0.0,0.0,0.6812456765972614,0.0,0.40629407810931545,7.431700247768864
2026-01-26,Caracas,0.0,0.0,0.0,0.0,0.9156502719677602,0.0,0.0,0.7436464069831143,0.0,0.5012708436185008,7.395413065468453
2026-02-02,Caracas,0.0,0.0,0.0,0.0,0.9829321436853931,0.0,0.0,0.6769561018679282,0.0,0.4721921130359977,7.543430432157105
2026-02-09,Caracas,0.0,0.0,0.0,0.0,0.888293096951245,0.0,0.0,0.6471104075605464,0.0,0.45041820264109095,7.5401249980055445
2026-02-16,Caracas,0.0,0.0,0.0,0.0,0.8183287698884213,0.0,0.0,0.5497829085119771,0.0,0.4313528451509713,7.52925183614848
2026-02-23,Caracas,0.0,0.0,0.0,0.0,0.8944891038430987,0.0,0.0,0.5427453764467495,0.0,0.3950106647116752,7.461963521227447
2026-03-02,Caracas,0.0,0.0,0.0,0.0,0.7015434190148887,0.0,0.0,0.5531042408270629,0.0,0.36096584127353804,7.51351072260133
2026-03-09,Caracas,0.0,0.0,0.0,0.0,0.6571225154724454,0.0,0.0,0.7959027744997966,0.0,0.3841173569608783,7.514525339982554
2026-03-16,Caracas,0.0,0.0,0.0,0.0,0.6781110142110076,0.0,0.0,0.842040277528597,0.0,0.3746137164746353,7.446514100587184
2026-03-23,Caracas,0.0,0.0,0.0,0.0,0.5104471136456162,0.0,0.0,0.7938685848028479,0.0,0.39985019438584796,7.464620074502079
2026-03-30,Caracas,0.0,0.0,0.0,0.0,0.5042698734030727,0.0,0.0,0.7149945863204524,0.0,0.5036275943137546,7.459962671678641
2026-04-06,Caracas,0.0,0.0,0.0,0.0,0.7219956194925602,0.0,0.0,0.6123916290920495,0.0,0.4252855667239755,7.3979272406156085
2026-04-13,Caracas,0.0,0.0,0.0,0.0,0.8989980754626864,0.0,0.0,0.5094250640162522,0.0,0.4194984963008456,7.395110975454183
2026-04-20,Caracas,0.0,0.0,0.0,0.0,0.7693926579619245,0.0,0.0,0.5315942475723219,0.0,0.40287677340497363,7.37378516364685
2026-04-27,Caracas,0.0,0.0,0.0,0.0,0.7121581248901843,0.0,0.0,0.5095720322571881,0.0,0.38709115380499476,7.302840818994
2026-05-04,Caracas,0.0,0.0,0.0,0.0,0.5184104203711548,0.0,0.0,0.5046402306799909,0.0,0.3952343957969842,7.361656666094195
2026-05-11,Caracas,0.0,0.0,0.0,0.0,0.8008471518265365,0.0,0.0,0.5835598267050177,0.0,0.3901000666661818,7.361355233036798
2026-05-18,Caracas,0.0,0.0,0.0,0.0,0.8371062954557061,0.0,0.0,0.6809372578139903,0.0,0.38846951881442837,7.406649405946609
2026-05-25,Caracas,0.0,0.0,0.0,0.0,0.802748158528459,0.0,0.0,0.5880424218836741,0.0,0.47132196445072155,7.328727079224128
2026-06-01,Caracas,0.0,0.0,0.0,0.0,0.8465470955379134,0.0,0.0,0.5616649115644594,0.0,0.42533892353796865,7.339293037823175
2026-06-08,Caracas,0.0,0.0,0.0,0.0,1.0418502188337706,0.0,0.0,0.7535450826629279,0.0,0.39023670090550144,7.2193807324243116
2026-06-15,Caracas,0.0,0.0,0.0,0.0,1.1408530780671866,0.0,0.0,0.6254837884648311,0.0,0.3854279845819462,7.152132556593456
2026-06-22,Caracas,0.0,0.0,0.0,0.0,0.9432787674816913,0.0,0.0,0.6637429975743937,0.0,0.3854867963071025,7.240362915244185
2026-06-29,Caracas,0.0,0.0,0.0,0.0,0.7530660763739326,0.0,0.0,0.6384059257975588,0.0,0.3838498092254129,7.226843804697997
2026-07-06,Caracas,0.0,0.0,0.0,0.0,0.8156740722204832,0.0,0.0,0.5883240921523792,0.0,0.3812681447294187,7.2686004660923516
2026-07-13,Caracas,0.0,0.0,0.0,0.0,0.8486063848665271,0.0,0.0,0.6494289278545935,0.0,0.41621880322114235,7.144337745666078
2026-07-20,Caracas,0.0,0.0,0.0,0.0,0.7281743712267591,0.0,0.0,0.7456049530627534,0.0,0.3780379891943249,7.219883173476319
2026-07-27,Caracas,0.0,0.0,0.0,0.0,0.7211808607636813,0.0,0.0,0.8091458395917341,0.0,0.39164460270440576,7.214044731361041
2026-08-03,Caracas,0.0,0.0,0.0,0.0,0.7230270407037105,0.0,0.0,0.7610385397627087,0.0,0.3595348443398811,7.258115631466879
2026-08-10,Caracas,0.0,0.0,0.0,0.0,0.796800802444912,0.0,0.0,0.6746190376661942,0.0,0.3493336372825513,7.1410530941191395
2026-08-17,Caracas,0.0,0.0,0.0,0.0,0.8996144352867398,0.0,0.0,0.595955183916799,0.0,0.4678058293710326,7.270260685562881
2026-08-24,Caracas,0.0,0.0,0.0,0.0,0.7556823108918961,0.0,0.0,0.5405059123756243,0.0,0.43721900759073085,7.244175153744413
2026-08-31,Caracas,0.0,0.0,0.0,0.0,0.8425517133950386,0.0,0.0,0.5106574512822748,0.0,0.42989709987926233,7.235962744389832
2026-09-07,Caracas,0.0,0.0,0.0,0.0,0.7988792180092978,0.0,0.0,0.46323481374369757,0.0,0.43002887492666825,7.143924904809284
2026-09-14,Caracas,0.0,0.0,0.0,0.0,0.7911981709459491,0.0,0.0,0.42184408195520595,0.0,0.39518981768836,7.204380460803242
2026-09-21,Caracas,0.0,0.0,0.0,0.0,0.6461813852705413,0.0,0.0,0.38005456760845796,0.0,0.42915118356093435,7.240296312018597
2026-09-28,Caracas,0.0,0.0,0.0,0.0,0.7204926590199627,0.0,0.0,0.6590796024173207,0.0,0.4192956423643381,7.205540738769763
2026-10-05,Caracas,0.0,0.0,0.0,0.0,0.6884123614532097,0.0,0.0,0.7606830163922016,0.0,0.5216470462341927,7.080243920249541
2026-10-12,Caracas,0.0,0.0,0.0,0.0,0.6230834121929663,0.0,0.0,0.8529985569766398,0.0,0.4878687003872032,7.262740837364444
2026-10-19,Caracas,0.0,0.0,0.0,0.0,0.7607951916589298,0.0,0.0,0.8755335978798351,0.0,0.44867074174786586,7.1581118288029595
2026-10-26,Caracas,0.0,0.0,0.0,0.0,0.6327116551093674,0.0,0.0,0.87359097824308,0.0,0.43085649834507395,7.119164311492834
2026-11-02,Caracas,0.0,0.0,0.0,0.0,0.7155576177709408,0.0,0.0,0.8110975184852482,0.0,0.4085983079398668,7.023119856979348
2026-11-09,Caracas,0.0,0.0,0.0,0.0,1.1072768149121164,0.0,0.0,0.6978590475085232,0.0,0.41713025080250943,7.107366564790684
2026-11-16,Caracas,0.0,0.0,0.0,0.0,0.9637091169676019,0.0,0.0,0.6081969791700073,0.0,0.3896293702840126,7.173264286414771
2026-11-23,Caracas,0.0,0.0,0.0,0.0,0.799509051329831,0.0,0.0,0.7808316308288574,0.0,0.4184384149575862,7.135627625955038
2026-11-30,Caracas,0.0,0.0,0.0,0.0,0.797099151833987,0.0,0.0,0.68348376525958,0.0,0.40710569932044177,7.1410924892028556
2026-12-07,Caracas,0.0,0.0,0.0,0.0,0.5284588087563676,0.0,0.0,0.6303840098825978,0.0,0.41290302276999286,7.145028158609842
2026-12-14,Caracas,0.0,0.0,0.0,0.0,0.5882847869638597,0.0,0.0,0.6054396003505519,0.0,0.42748318856725914,7.1962782177095805
2026-12-21,Caracas,0.0,0.0,0.0,0.0,0.7484739573616344,0.0,0.0,0.7467916015495291,0.0,0.39724145492629115,7.202261727118973
2026-12-28,Caracas,0.0,0.0,0.0,0.0,0.7428319736322855,0.0,0.0,0.6738422632637717,0.0,0.38638057049028257,7.150865846961273
