date,city,contrib_C1,contrib_C2,contrib_C3,contrib_C4,contrib_C5,contrib_C6,contrib_C7,contrib_C8,contrib_C9,contrib_C10,contrib_baseline,contrib_controls,contrib_latent
2026-01-12,Valencia,0.0,0.0,0.7631724384780559,0.0,0.0,0.49144550896909944,0.0,0.0,0.0,0.574156975540316,6.536675863980645,-0.12246997824788558,0.0
2026-01-19,Valencia,0.0,0.0,0.7895359004576,0.0,0.0,0.46908634427726725,0.0,0.0,0.0,0.5198504358305505,6.532050066357194,-0.12193686226318154,0.0
2026-01-26,Valencia,0.0,0.0,0.8025408642444581,0.0,0.0,0.49743587181505217,0.0,0.0,0.0,0.48575829174838664,6.5387991863702615,-0.09968702190629453,0.0
2026-02-02,Valencia,0.0,0.0,0.775042303524176,0.0,0.0,0.4646289298440661,0.0,0.0,0.0,0.48559991667908164,6.542917814099301,-0.06979758136829795,0.0
2026-02-09,Valencia,0.0,0.0,0.8589712920703103,0.0,0.0,0.4255657190800549,0.0,0.0,0.0,0.3905310691985489,6.550367434026765,-0.07061144976184933,0.0
2026-02-16,Valencia,0.0,0.0,0.8131385932072924,0.0,0.0,0.42011304092527785,0.0,0.0,0.0,0.35976609202312376,6.546807313178122,-0.06294929497305424,0.0
2026-02-23,Valencia,0.0,0.0,0.841964751216333,0.0,0.0,0.3926109890145709,0.0,0.0,0.0,0.4538962795879195,6.533452980978876,-0.0592089289746921,0.0
2026-03-02,Valencia,0.0,0.0,0.8308089836203845,0.0,0.0,0.406541531056312,0.0,0.0,0.0,0.5272204775389567,6.517782117265053,-0.05431512355452181,0.0
2026-03-09,Valencia,0.0,0.0,0.8482130906841303,0.0,0.0,0.37411514402164253,0.0,0.0,0.0,0.49822579172028864,6.5386681843241385,-0.07639614061313363,0.0
2026-03-16,Valencia,0.0,0.0,0.8333016706385508,0.0,0.0,0.37788963118755325,0.0,0.0,0.0,0.4890848341819681,6.5392532243101735,-0.10801687127980805,0.0
2026-03-23,Valencia,0.0,0.0,0.8539571378323175,0.0,0.0,0.3436415399450352,0.0,0.0,0.0,0.7163702610273093,6.540529692761281,-0.10529704485762073,0.0
2026-03-30,Valencia,0.0,0.0,0.8923767053755433,0.0,0.0,0.36173341484144894,0.0,0.0,0.0,0.6419572751341959,6.535963518852146,-0.14022739626075975,0.0
2026-04-06,Valencia,0.0,0.0,0.8957685963721839,0.0,0.0,0.31690639509631835,0.0,0.0,0.0,0.5834933555829329,6.529271771650603,-0.16398471966917733,0.0
2026-04-13,Valencia,0.0,0.0,0.9015044346122648,0.0,0.0,0.2736158827873701,0.0,0.0,0.0,0.639808074785892,6.514430172063039,-0.19318625701280556,0.0
2026-04-20,Valencia,0.0,0.0,0.8450074264644665,0.0,0.0,0.30016045278506576,0.0,0.0,0.0,0.7376465808653856,6.5283182386415275,-0.20106020123896062,0.0
2026-04-27,Valencia,0.0,0.0,0.8948635154417808,0.0,0.0,0.2718692136428473,0.0,0.0,0.0,0.7121660732772818,6.543646251311006,-0.20733682269183262,0.0
2026-05-04,Valencia,0.0,0.0,0.9167228154045548,0.0,0.0,0.2940812630747311,0.0,0.0,0.0,0.7109181389683014,6.5503935380533616,-0.20656052144676568,0.0
2026-05-11,Valencia,0.0,0.0,0.9748335705842872,0.0,0.0,0.30692637640243414,0.0,0.0,0.0,0.6269189463855168,6.540225498130591,-0.15321474266971324,0.0
2026-05-18,Valencia,0.0,0.0,0.9494888028846872,0.0,0.0,0.5017629381969155,0.0,0.0,0.0,0.6970504246847115,6.5413383150019655,-0.11268110108784035,0.0
2026-05-25,Valencia,0.0,0.0,0.9218674843476969,0.0,0.0,0.5642809187098343,0.0,0.0,0.0,0.6043066238441219,6.536902983471923,-0.10883883254422261,0.0
2026-06-01,Valencia,0.0,0.0,0.8573352985284598,0.0,0.0,0.48654576524079585,0.0,0.0,0.0,0.5494958940601158,6.51553351784429,-0.10886241173808978,0.0
2026-06-08,Valencia,0.0,0.0,0.8266083283934399,0.0,0.0,0.4465340507474668,0.0,0.0,0.0,0.4839278598056068,6.536984749057609,-0.12419285101940288,0.0
2026-06-15,Valencia,0.0,0.0,0.7799930993676751,0.0,0.0,0.32172365912110423,0.0,0.0,0.0,0.40399904971811973,6.545139604641583,-0.18604839205805174,0.0
2026-06-22,Valencia,0.0,0.0,0.9085097727967438,0.0,0.0,0.2217941603992621,0.0,0.0,0.0,0.4837887893056351,6.539779019866165,-0.27649552677716865,0.0
2026-06-29,Valencia,0.0,0.0,0.9081390681876413,0.0,0.0,0.499730166870998,0.0,0.0,0.0,0.5504532292169071,6.52987511435611,-0.3411747667072667,0.0
2026-07-06,Valencia,0.0,0.0,0.9756312305771185,0.0,0.0,0.45861575713569563,0.0,0.0,0.0,0.5877878894602611,6.5502217041563044,-0.3868808265656525,0.0
2026-07-13,Valencia,0.0,0.0,0.950084676672168,0.0,0.0,0.4013966924891778,0.0,0.0,0.0,0.6725732906060106,6.536973822980654,-0.4429753071518055,0.0
2026-07-20,Valencia,0.0,0.0,0.95554846768858,0.0,0.0,0.3513886288724811,0.0,0.0,0.0,0.7024582299335327,6.536909182476156,-0.46798436103795027,0.0
2026-07-27,Valencia,0.0,0.0,0.9423701868208006,0.0,0.0,0.19030281644736213,0.0,0.0,0.0,0.6637383345304168,6.539491991884127,-0.42010261332457177,0.0
2026-08-03,Valencia,0.0,0.0,0.905143824797077,0.0,0.0,0.18936190951625553,0.0,0.0,0.0,0.6276484456181692,6.533211589772723,-0.36174012297778657,0.0
2026-08-10,Valencia,0.0,0.0,0.9070492495108469,0.0,0.0,0.2021240009243195,0.0,0.0,0.0,0.6743053108248233,6.519417473451458,-0.3025301587001504,0.0
2026-08-17,Valencia,0.0,0.0,0.8749212312952319,0.0,0.0,0.15368065465918665,0.0,0.0,0.0,0.6893273354759442,6.53150366101999,-0.23050147735940926,0.0
2026-08-24,Valencia,0.0,0.0,0.9174371638104601,0.0,0.0,0.17825153601593097,0.0,0.0,0.0,0.6984536601422278,6.5254517493021424,-0.135917423636493,0.0
2026-08-31,Valencia,0.0,0.0,0.9075394559602579,0.0,0.0,0.1498141187930047,0.0,0.0,0.0,0.6940244370746295,6.531981292696194,-0.053234155305606976,0.0
2026-09-07,Valencia,0.0,0.0,0.8810873821421052,0.0,0.0,0.18022795497324912,0.0,0.0,0.0,0.6405284114528853,6.535846443310929,-0.012213715829664674,0.0
2026-09-14,Valencia,0.0,0.0,0.7934621474236647,0.0,0.0,0.1471271633697658,0.0,0.0,0.0,0.6454934991140582,6.533803757652259,0.01793095126351163,0.0
2026-09-21,Valencia,0.0,0.0,0.8014356606567596,0.0,0.0,0.19459247731338158,0.0,0.0,0.0,0.6711808157112089,6.528025870509645,0.04456430017266019,0.0
2026-09-28,Valencia,0.0,0.0,0.9917794181457878,0.0,0.0,0.20942247667990793,0.0,0.0,0.0,0.6109218125507888,6.544548505178329,0.07472466724821421,0.0
2026-10-05,Valencia,0.0,0.0,0.8802198329261997,0.0,0.0,0.19323271674606657,0.0,0.0,0.0,0.6643580884515484,6.5467556856102505,0.07374501601704292,0.0
2026-10-12,Valencia,0.0,0.0,0.8411968257399272,0.0,0.0,0.24984536339128263,0.0,0.0,0.0,0.6312935671132572,6.545958565872926,0.06026472439187297,0.0
2026-10-19,Valencia,0.0,0.0,0.826462704158848,0.0,0.0,0.1999436610280568,0.0,0.0,0.0,0.5736254137371616,6.513002171795387,0.05369449315169769,0.0
2026-10-26,Valencia,0.0,0.0,0.8533116849464453,0.0,0.0,0.15892086677399886,0.0,0.0,0.0,0.5718824224715853,6.516746994505478,0.023930790152186236,0.0
2026-11-02,Valencia,0.0,0.0,0.8488036525138504,0.0,0.0,0.1664595600836237,0.0,0.0,0.0,0.532772255653886,6.5305814526817665,-0.009342773945921898,0.0
2026-11-09,Valencia,0.0,0.0,0.8062778957559165,0.0,0.0,0.195234229304693,0.0,0.0,0.0,0.5668437126966955,6.523203156520078,-0.062041699851555714,0.0
2026-11-16,Valencia,0.0,0.0,0.8319017266710356,0.0,0.0,0.24112564631014996,0.0,0.0,0.0,0.8154060272578266,6.541033708942977,-0.11467956470611476,0.0
2026-11-23,Valencia,0.0,0.0,0.8961419367657187,0.0,0.0,0.2530374713778655,0.0,0.0,0.0,0.7940711471723817,6.544745981419039,-0.15856028210003492,0.0
2026-11-30,Valencia,0.0,0.0,0.8683812619646,0.0,0.0,0.250512117657742,0.0,0.0,0.0,0.779197221425935,6.522860186153623,-0.17580355851843765,0.0
2026-12-07,Valencia,0.0,0.0,0.8603147032193985,0.0,0.0,0.2055228890854943,0.0,0.0,0.0,0.7286060291228258,6.533929422623122,-0.15615153448079655,0.0
2026-12-14,Valencia,0.0,0.0,1.0620118480529894,0.0,0.0,0.17052444216637525,0.0,0.0,0.0,0.7125849043800089,6.545992181813926,-0.13254457220960386,0.0
2026-12-21,Valencia,0.0,0.0,1.0143348705505568,0.0,0.0,0.12745563540479327,0.0,0.0,0.0,0.664344432577581,6.534399713601595,-0.098854106913033,0.0
2026-12-28,Valencia,0.0,0.0,0.9886412226174971,0.0,0.0,0.17616931604621303,0.0,0.0,0.0,0.6117411470227552,6.525536659135456,-0.05150909331838242,0.0
